"sec","timestamp","Latitude","Longitude","Alt_m","GndSpd","Heading","AirTemp_C","Pressure_mb","RH_pct","WindDir","WindSpd","CH4_ppb","CO2_ppm","CO_ppb","H2O_ppmv","O3_ppb","jNO2","site","survey_date","CH4_ppb_bg","CH4_ppb_enh","plume"
80309,2024-07-09 22:18:29,39.645618,-105.109879,1709.1,72.1,182.76,26.2,839.1,20.6,NA,NA,1972.3,422.95,155.7,9277.1,69.5,0.0076806,"MobileLab",2024-07-09,1971.2,1.09999999999991,FALSE
80311,2024-07-09 22:18:31,39.645355,-105.109894,1709.3,70.8,182.63,26.35,839.1,20.65,NA,NA,1973.2,424.53,165.7,9435.2,58.4,0.0078628,"MobileLab",2024-07-09,1971.2,2,FALSE
80313,2024-07-09 22:18:33,39.645004,-105.109901,1709.4,69,182.825,26.3,839.05,20.7,NA,NA,1972.4,432.94,171.8,9175.9,59.9,0.0076095,"MobileLab",2024-07-09,1971.2,1.20000000000005,FALSE
80315,2024-07-09 22:18:35,39.644665,-105.109901,1709.6,67.5,182.48,26.2,839.15,20.65,NA,NA,1972.3,454.09,170.6,8976.1,57.9,0.0078304,"MobileLab",2024-07-09,1971.2,1.09999999999991,FALSE
80317,2024-07-09 22:18:37,39.644409,-105.109909,1709.7,67.1,182.66,26.2,839.1,20.5,NA,NA,1971.6,435.57,163.8,8851.6,57.4,0.0077995,"MobileLab",2024-07-09,1971.2,0.399999999999864,FALSE
80318,2024-07-09 22:18:38,39.644249,-105.109909,1709.8,66.6,182.72,26.1,839.1,20.4,NA,NA,1971.3,437.19,160,8896.5,58.4,0.0077518,"MobileLab",2024-07-09,1971.2,0.099999999999909,FALSE
80319,2024-07-09 22:18:39,39.644081,-105.109917,1709.9,67.1,183.37,26,839.1,20.3,NA,NA,1971.4,440.88,154,8941.4,58.4,0.0077349,"MobileLab",2024-07-09,1971.2,0.200000000000045,FALSE
80320,2024-07-09 22:18:40,39.643909,-105.109932,1710,67.5,183.5,25.9,839,20.3,NA,NA,1971.4,440.38,145.4,8937.1,58.4,0.007713,"MobileLab",2024-07-09,1971.2,0.200000000000045,FALSE
80322,2024-07-09 22:18:42,39.643742,-105.109932,1710.2,67.6,182.87,25.9,839,20.3,NA,NA,1970.8,432.09,140,8918.4,57.9,0.007658,"MobileLab",2024-07-09,1971.2,-0.400000000000091,FALSE
80323,2024-07-09 22:18:43,39.64357,-105.10994,1710.4,67.8,182.41,25.8,838.9,20.4,NA,NA,1971.3,437.34,141.7,8972.7,57.9,0.0076619,"MobileLab",2024-07-09,1971.2,0.099999999999909,FALSE
80324,2024-07-09 22:18:44,39.643398,-105.10994,1710.7,68,182.27,26,839,20.5,NA,NA,1971.9,442.58,159.1,9021.8,58.4,0.0076594,"MobileLab",2024-07-09,1971.2,0.700000000000045,FALSE
80325,2024-07-09 22:18:45,39.64323,-105.10994,1711.1,68.7,182.63,26.1,838.9,20.5,NA,NA,1972.3,444.54,179.5,9021.7,58.4,0.0076692,"MobileLab",2024-07-09,1971.2,1.09999999999991,FALSE
80327,2024-07-09 22:18:47,39.642975,-105.109947,1711.7,69.1,182.92,26,838.85,20.5,NA,NA,1972.9,451.26,220.7,9018.1,59.7,0.007732,"MobileLab",2024-07-09,1971.2,1.70000000000005,FALSE
80329,2024-07-09 22:18:49,39.642624,-105.109962,1712.7,70,183.04,26.1,838.75,20.5,NA,NA,1973.4,463.66,237.5,9005.6,62.7,0.0077191,"MobileLab",2024-07-09,1971.2,2.20000000000005,FALSE
80331,2024-07-09 22:18:51,39.642361,-105.109962,1713.3,70.5,182.74,26,838.7,20.5,NA,NA,1972.4,459.55,221.8,8988.2,57.9,0.0076818,"MobileLab",2024-07-09,1971.2,1.20000000000005,FALSE
80332,2024-07-09 22:18:52,39.642181,-105.10997,1713.8,70.4,182.78,26,838.7,20.6,NA,NA,1972.1,452.84,204.9,8998.7,58.9,0.0076714,"MobileLab",2024-07-09,1971.2,0.899999999999864,FALSE
80333,2024-07-09 22:18:53,39.64201,-105.10997,1714.2,71.1,182.91,26,838.6,20.6,NA,NA,1972,446.13,187.6,9009.2,63,0.0076967,"MobileLab",2024-07-09,1971.2,0.799999999999955,FALSE
80334,2024-07-09 22:18:54,39.64183,-105.109978,1714.7,71.1,183.24,26,838.5,20.6,NA,NA,1971.9,440.25,170.2,9001,60.9,0.0076641,"MobileLab",2024-07-09,1971.2,0.700000000000045,FALSE
80336,2024-07-09 22:18:56,39.64156,-105.109985,1715.4,72.4,183.3,26.05,838.4,20.65,NA,NA,1971.9,430.17,150.6,8939.4,58.7,0.007648,"MobileLab",2024-07-09,1971.2,0.700000000000045,FALSE
80338,2024-07-09 22:18:58,39.641289,-105.109993,1716.2,73.8,182.93,26,838.3,20.7,NA,NA,1971.5,426,173.8,8829.3,58.4,0.007649,"MobileLab",2024-07-09,1971.2,0.299999999999955,FALSE
80339,2024-07-09 22:18:59,39.641102,-105.110001,1716.7,74.4,182.73,26,838.3,20.7,NA,NA,1971.6,442.16,201.5,8882.2,58.4,0.0076297,"MobileLab",2024-07-09,1971.2,0.399999999999864,FALSE
80341,2024-07-09 22:19:01,39.64082,-105.110008,1717.4,74.9,182.83,26.05,838.25,20.65,NA,NA,1971.9,459.78,223.8,9042.8,61.2,0.007665,"MobileLab",2024-07-09,1971.2,0.700000000000045,FALSE
80343,2024-07-09 22:19:03,39.640446,-105.110008,1718.6,74.7,182.74,25.9,838.15,20.6,NA,NA,1972.1,460.68,275.4,9240.9,58.7,0.0076373,"MobileLab",2024-07-09,1971.2,0.899999999999864,FALSE
80345,2024-07-09 22:19:05,39.640076,-105.110023,1719.6,75.3,182.835,26,838.05,20.55,NA,NA,1972.5,464.1,300.1,9383.9,60.7,0.0075812,"MobileLab",2024-07-09,1971.2,1.29999999999995,FALSE
80347,2024-07-09 22:19:07,39.63979,-105.110031,1720.3,75.4,183.02,26,837.9,20.6,NA,NA,1972.1,446.88,254.5,9409.8,56.9,0.0075885,"MobileLab",2024-07-09,1971.2,0.899999999999864,FALSE
80348,2024-07-09 22:19:08,39.639599,-105.110031,1720.8,75.4,182.82,26,837.9,20.6,NA,NA,1972,437.51,204.8,9517.6,57.4,0.0075371,"MobileLab",2024-07-09,1971.2,0.799999999999955,FALSE
80350,2024-07-09 22:19:10,39.639317,-105.110039,1721.4,75.8,182.905,26.05,837.85,20.6,NA,NA,1972,424.96,182.8,9570.9,57.2,0.0075306,"MobileLab",2024-07-09,1971.2,0.799999999999955,FALSE
80352,2024-07-09 22:19:12,39.638935,-105.110046,1722,75.6,182.98,26.15,837.85,20.65,NA,NA,1971.8,427.69,185.4,9456.2,57.4,0.007484,"MobileLab",2024-07-09,1971.2,0.599999999999909,FALSE
80354,2024-07-09 22:19:14,39.638554,-105.110054,1722.3,75.7,182.785,26.1,837.8,20.8,NA,NA,1971.9,441.41,193,9437.9,55.9,0.0074,"MobileLab",2024-07-09,1971.2,0.700000000000045,FALSE
80357,2024-07-09 22:19:17,39.638176,-105.110062,1722.6,76.4,182.64,26.05,837.8,20.75,NA,NA,1971.7,428.32,177.7,9422.9,55.4,0.0072582,"MobileLab",2024-07-09,1971.2,0.5,FALSE
80359,2024-07-09 22:19:19,39.637794,-105.110062,1723,76.1,181.025,26.2,837.7,20.7,NA,NA,1971.4,432.9,175.3,9393.4,55.9,0.0072095,"MobileLab",2024-07-09,1971.2,0.200000000000045,FALSE
80361,2024-07-09 22:19:21,39.637508,-105.110046,1723.2,76.6,179.81,26.4,837.7,20.7,NA,NA,1971.6,431.73,190.7,9440.8,55.9,0.0071118,"MobileLab",2024-07-09,1971.2,0.399999999999864,FALSE
80362,2024-07-09 22:19:22,39.637321,-105.110046,1723.3,77.1,178.96,26.5,837.8,20.7,NA,NA,1971.6,434.63,201.9,9402.5,55.9,0.0071226,"MobileLab",2024-07-09,1971.2,0.399999999999864,FALSE
80363,2024-07-09 22:19:23,39.637119,-105.110039,1723.4,77,179.03,26.5,837.7,20.7,NA,NA,1971.6,437.53,205.4,9370.3,55.9,0.007002,"MobileLab",2024-07-09,1971.2,0.399999999999864,FALSE
80364,2024-07-09 22:19:24,39.636929,-105.110031,1723.3,77.6,179.21,26.4,837.7,20.6,NA,NA,1971.7,440.74,207.8,9377.8,57.4,0.0068709,"MobileLab",2024-07-09,1971.2,0.5,FALSE
80366,2024-07-09 22:19:26,39.636639,-105.110016,1723,77.6,179.6,26.4,837.6,20.6,NA,NA,1972.1,440.76,192.2,9386.1,56.4,0.0070008,"MobileLab",2024-07-09,1971.2,0.899999999999864,FALSE
80368,2024-07-09 22:19:28,39.63625,-105.110008,1722.4,77.9,180.715,26.35,837.75,20.55,NA,NA,1971.3,428.77,173.5,9384.6,56.9,0.0070875,"MobileLab",2024-07-09,1971.2,0.099999999999909,FALSE
80370,2024-07-09 22:19:30,39.63596,-105.110001,1722,78.6,181.42,26.4,837.8,20.4,NA,NA,1971.3,427.44,529.1,9383.1,55.9,0.0069818,"MobileLab",2024-07-09,1971.2,0.099999999999909,FALSE
80371,2024-07-09 22:19:31,39.635761,-105.110001,1721.7,79,181.63,26.4,837.8,20.4,NA,NA,1977.6,430,896.3,9391.9,57.4,0.00701,"MobileLab",2024-07-09,1971.2,6.39999999999986,TRUE
80373,2024-07-09 22:19:33,39.635464,-105.110001,1721.3,78.1,181.805,26.45,837.95,20.4,NA,NA,2023.7,461.83,7328.6,9463.5,57.2,0.0070078,"MobileLab",2024-07-09,1971.2,52.5,TRUE
80375,2024-07-09 22:19:35,39.63517,-105.110001,1720.8,77,181.86,26.3,838,20.3,NA,NA,2204.8,509.75,15122.3,9569.6,56.9,0.0068668,"MobileLab",2024-07-09,1971.2,233.6,TRUE
80376,2024-07-09 22:19:36,39.634979,-105.110008,1720.6,76.1,181.79,26.5,838,20.4,NA,NA,2111.7,469.37,17977.1,9590.8,56.9,0.0067611,"MobileLab",2024-07-09,1971.2,140.5,TRUE
80377,2024-07-09 22:19:37,39.634789,-105.110008,1720.4,75.6,182.05,26.5,838.1,20.3,NA,NA,2018.6,433.01,10571,9581.8,66.5,0.0066921,"MobileLab",2024-07-09,1971.2,47.3999999999999,TRUE
80378,2024-07-09 22:19:38,39.634602,-105.110008,1720.3,75.3,182.07,26.4,838,20.3,NA,NA,1988.6,428.57,3164.9,9511.4,57.9,0.0065759,"MobileLab",2024-07-09,1971.2,17.3999999999999,TRUE
80379,2024-07-09 22:19:39,39.634411,-105.110008,1720.3,75.6,182.05,26.6,838,20.3,NA,NA,1983.1,424.13,1380,9446.8,56.4,0.0065114,"MobileLab",2024-07-09,1971.2,11.8999999999999,TRUE
80380,2024-07-09 22:19:40,39.634232,-105.110008,1720.3,75.6,182.14,26.6,838.1,20.4,NA,NA,1979.4,423.21,983,9485.1,56.9,0.0064244,"MobileLab",2024-07-09,1971.2,8.20000000000005,TRUE
80382,2024-07-09 22:19:42,39.633945,-105.110016,1720.7,75.9,181.915,26.6,838.1,20.4,NA,NA,1977.5,424,729.7,9476.7,56.9,0.0064196,"MobileLab",2024-07-09,1971.2,6.29999999999995,TRUE
80384,2024-07-09 22:19:44,39.633564,-105.110023,1721.6,75.9,182.16,26.45,838.1,20.4,NA,NA,1974.9,428.29,624.6,9339.9,57.4,0.0064274,"MobileLab",2024-07-09,1971.2,3.70000000000005,TRUE
80386,2024-07-09 22:19:46,39.633282,-105.110023,1722.6,75.1,182.12,26.6,838,20.4,NA,NA,1973.2,425.94,461.1,9372.6,56.9,0.0064334,"MobileLab",2024-07-09,1971.2,2,FALSE
80387,2024-07-09 22:19:47,39.633091,-105.110023,1723.4,75.1,181.89,26.7,837.8,20.5,NA,NA,1972.7,426.07,377.3,9374.1,57.4,0.006431,"MobileLab",2024-07-09,1971.3,1.40000000000009,FALSE
80388,2024-07-09 22:19:48,39.6329,-105.110023,1724.1,75.5,181.86,26.7,837.7,20.5,NA,NA,1972.5,426.39,345.9,9375.5,57.4,0.0064261,"MobileLab",2024-07-09,1971.3,1.20000000000005,FALSE
80389,2024-07-09 22:19:49,39.63271,-105.110023,1724.7,75.8,181.9,26.6,837.7,20.6,NA,NA,1972.4,427.03,353,9381.2,57.4,0.0063489,"MobileLab",2024-07-09,1971.3,1.10000000000014,FALSE
80391,2024-07-09 22:19:51,39.632423,-105.110023,1725.5,76.6,181.825,26.7,837.65,20.6,NA,NA,1972.5,428.61,358.6,9369.3,57.4,0.0061304,"MobileLab",2024-07-09,1971.3,1.20000000000005,FALSE
80393,2024-07-09 22:19:53,39.63213,-105.110023,1726.3,78.9,181.75,26.7,837.4,20.7,NA,NA,1972.2,429.64,334.2,9343,56.9,0.0057675,"MobileLab",2024-07-09,1971.3,0.900000000000091,FALSE
80394,2024-07-09 22:19:54,39.631939,-105.110023,1726.7,80.3,181.68,26.8,837.3,20.7,NA,NA,1972.1,430.75,309.7,9488,58.4,0.0055351,"MobileLab",2024-07-09,1971.3,0.799999999999955,FALSE
80395,2024-07-09 22:19:55,39.631729,-105.110023,1727,81.5,181.77,26.8,837.3,20.8,NA,NA,1972,431.86,294.6,9633,57.9,0.005395,"MobileLab",2024-07-09,1971.3,0.700000000000045,FALSE
80396,2024-07-09 22:19:56,39.631531,-105.110023,1727.3,82.5,181.69,26.8,837.3,20.9,NA,NA,1971.9,432.25,282.4,9566.7,58.4,0.005264,"MobileLab",2024-07-09,1971.4,0.5,FALSE
80397,2024-07-09 22:19:57,39.631321,-105.110023,1727.6,82.7,181.89,26.8,837.2,20.9,NA,NA,1971.8,432.45,261.9,9500.4,57.9,0.0051865,"MobileLab",2024-07-09,1971.4,0.399999999999864,FALSE
80398,2024-07-09 22:19:58,39.631111,-105.110023,1727.9,82.6,181.71,26.8,837.2,20.9,NA,NA,1971.7,431.57,232,9396.1,58.4,0.0051068,"MobileLab",2024-07-09,1971.4,0.299999999999955,FALSE
80400,2024-07-09 22:20:00,39.630806,-105.110031,1728.4,82.6,181.73,26.7,837.2,20.9,NA,NA,1971.4,428.85,216.8,9226.5,58.4,0.0050442,"MobileLab",2024-07-09,1971.4,0,FALSE
80402,2024-07-09 22:20:02,39.630489,-105.110031,1728.8,82.6,181.79,26.4,837.2,20.9,NA,NA,1974.3,436.55,391.4,9329.7,57.9,0.0049685,"MobileLab",2024-07-09,1971.4,2.89999999999986,TRUE
80403,2024-07-09 22:20:03,39.630291,-105.110031,1728.9,82.7,181.8,26.4,837.2,20.8,NA,NA,1977.2,484.9,579.7,9574.1,67,0.0049449,"MobileLab",2024-07-09,1971.4,5.79999999999995,TRUE
80404,2024-07-09 22:20:04,39.630081,-105.110031,1729.1,83.4,182.09,26.4,837.1,20.8,NA,NA,1981.3,537.24,643.6,9818.5,64,0.0049083,"MobileLab",2024-07-09,1971.4,9.89999999999986,TRUE
80405,2024-07-09 22:20:05,39.629871,-105.110031,1729.2,84.1,182.15,26.3,837.2,20.7,NA,NA,1983.8,550.75,620.7,9812,57.4,0.0048961,"MobileLab",2024-07-09,1971.4,12.3999999999999,TRUE
80407,2024-07-09 22:20:07,39.629555,-105.110039,1729.3,84.2,182.1,26.4,837.1,20.7,NA,NA,1976.9,517.57,526.4,9691.3,58.7,0.0048613,"MobileLab",2024-07-09,1971.4,5.5,TRUE
80409,2024-07-09 22:20:09,39.629135,-105.110039,1729.9,84.7,182.045,26.4,837.1,20.6,NA,NA,1974.6,443.44,422.5,9560.9,57.7,0.004789,"MobileLab",2024-07-09,1971.4,3.19999999999982,TRUE
80412,2024-07-09 22:20:12,39.628819,-105.110039,1730.9,82.4,182,26.3,837,20.5,NA,NA,1974.2,479.67,419.1,9433,57.9,0.0047468,"MobileLab",2024-07-09,1971.4,2.79999999999995,TRUE
80413,2024-07-09 22:20:13,39.628513,-105.110046,1732.2,78.7,182.17,26.35,836.95,20.5,NA,NA,1973.3,505.38,392.4,9402.9,57.2,0.0047342,"MobileLab",2024-07-09,1971.4,1.89999999999986,FALSE
80414,2024-07-09 22:20:14,39.628231,-105.110046,1733.8,74.4,182.26,26.2,836.9,20.5,NA,NA,1972.9,513.99,319.8,9434,55.9,0.0047137,"MobileLab",2024-07-09,1971.5,1.40000000000009,FALSE
80416,2024-07-09 22:20:16,39.627949,-105.110046,1735.6,72.4,182.02,26.15,836.75,20.4,NA,NA,1977.4,518.61,12254.4,9537,55.9,0.0046703,"MobileLab",2024-07-09,1971.6,5.80000000000018,TRUE
80418,2024-07-09 22:20:18,39.627689,-105.110046,1737.3,69.4,181.74,26.3,836.6,20.4,NA,NA,2020.1,602.06,15834,9641.1,55.9,0.0046657,"MobileLab",2024-07-09,1971.6,48.5,TRUE
80419,2024-07-09 22:20:19,39.627522,-105.110046,1738.3,63.3,181.71,26.4,836.5,20.3,NA,NA,2017.9,550.68,8862.3,9557.7,55.9,0.0046572,"MobileLab",2024-07-09,1971.6,46.3000000000002,TRUE
80421,2024-07-09 22:20:21,39.627296,-105.110046,1739.2,58.4,181.77,26.4,836.4,20.4,NA,NA,1984.6,485.72,3633.7,9477,61.2,0.0046097,"MobileLab",2024-07-09,1971.6,13,TRUE
80423,2024-07-09 22:20:23,39.627014,-105.110046,1740.3,54,181.98,26.2,836.5,20.3,NA,NA,1983.9,493.54,1854.2,9510.4,55.9,0.0046404,"MobileLab",2024-07-09,1971.6,12.3000000000002,TRUE
80425,2024-07-09 22:20:25,39.62682,-105.110046,1740.9,50,182.43,26.1,836.5,20.3,NA,NA,1980.2,469.01,1277.7,9538.9,55.9,0.0045948,"MobileLab",2024-07-09,1971.6,8.60000000000014,TRUE
80426,2024-07-09 22:20:26,39.626701,-105.110046,1741.2,43.8,182.34,26.1,836.4,20.2,NA,NA,1979.1,463.73,1176.5,9519.1,65.5,0.0046012,"MobileLab",2024-07-09,1971.6,7.5,TRUE
80427,2024-07-09 22:20:27,39.626598,-105.110062,1741.3,37.3,182.21,26,836.1,20.2,NA,NA,1978.4,458.44,1079.5,9499.3,57.9,0.0045936,"MobileLab",2024-07-09,1971.6,6.80000000000018,TRUE
80428,2024-07-09 22:20:28,39.626511,-105.110062,1741.4,29.7,182.13,26.1,835.8,20.2,NA,NA,1977.7,453.79,984.9,9483.1,55.9,0.0045921,"MobileLab",2024-07-09,1971.6,6.10000000000014,TRUE
80430,2024-07-09 22:20:30,39.626415,-105.110062,1741.6,24.5,182.175,26.3,836,20.3,NA,NA,1975.6,447.61,823.2,9451.8,55.6,0.0045785,"MobileLab",2024-07-09,1971.6,4,TRUE
80432,2024-07-09 22:20:32,39.626331,-105.110062,1741.7,22,182.58,26.3,836.1,20.3,NA,NA,1975.9,451.33,711.5,9400.7,55.9,0.0045697,"MobileLab",2024-07-09,1971.6,4.30000000000018,TRUE
80433,2024-07-09 22:20:33,39.626282,-105.110062,1741.7,20.6,182.8,26.4,836.1,20.3,NA,NA,1975.1,444.81,672.2,9318.4,55.9,0.0045595,"MobileLab",2024-07-09,1971.6,3.5,TRUE
80434,2024-07-09 22:20:34,39.626228,-105.110062,1741.7,19.4,182.94,26.4,836.1,20.4,NA,NA,1973.8,438.28,536.8,9235.4,55.4,0.0045517,"MobileLab",2024-07-09,1971.6,2.20000000000005,FALSE
80435,2024-07-09 22:20:35,39.626179,-105.110062,1741.7,19.2,183.07,26.4,836.1,20.3,NA,NA,1972.9,433.98,374,9116.3,55.4,0.0045485,"MobileLab",2024-07-09,1971.6,1.30000000000018,FALSE
80436,2024-07-09 22:20:36,39.626129,-105.110062,1741.6,18.2,183.18,26.5,836.2,20.4,NA,NA,1972.6,430.21,304.6,8997.2,66,0.0045473,"MobileLab",2024-07-09,1971.6,1,FALSE
80437,2024-07-09 22:20:37,39.626091,-105.110062,1741.6,18.5,183.52,26.6,836.2,20.4,NA,NA,1972.5,429.22,345.5,8994.9,55.9,0.0045783,"MobileLab",2024-07-09,1971.6,0.900000000000091,FALSE
80439,2024-07-09 22:20:39,39.626041,-105.110069,1741.6,18.5,183.83,26.5,836.2,20.4,NA,NA,1973.2,433.21,436.7,9070.4,58.9,0.0045561,"MobileLab",2024-07-09,1971.6,1.60000000000014,FALSE
80440,2024-07-09 22:20:40,39.625992,-105.110069,1741.5,17.3,183.92,26.5,836.3,20.5,NA,NA,1973.4,436.34,485.6,9078.2,62.5,0.0045641,"MobileLab",2024-07-09,1971.6,1.80000000000018,FALSE
80441,2024-07-09 22:20:41,39.62595,-105.110069,1741.4,16.3,183.9,26.6,836.3,20.5,NA,NA,1973.5,439.46,506.1,9087.3,54.9,0.0045948,"MobileLab",2024-07-09,1971.6,1.90000000000009,FALSE
80442,2024-07-09 22:20:42,39.625912,-105.110069,1741.4,12.7,183.81,26.6,836.2,20.6,NA,NA,1973.7,440.76,521.3,9109.1,54.9,0.0045851,"MobileLab",2024-07-09,1971.6,2.10000000000014,FALSE
80443,2024-07-09 22:20:43,39.625889,-105.110077,1741.4,10.3,183.85,26.6,836.3,20.6,NA,NA,1974.2,441.8,520.1,9130.9,55.4,0.0046316,"MobileLab",2024-07-09,1971.6,2.60000000000014,TRUE
80444,2024-07-09 22:20:44,39.625858,-105.110077,1741.3,8.6,183.7,26.5,836.3,20.6,NA,NA,1974.2,438.72,506.9,9094.1,56.4,0.004665,"MobileLab",2024-07-09,1971.6,2.60000000000014,TRUE
80446,2024-07-09 22:20:46,39.625851,-105.110077,1741.2,6.1,183.78,26.7,836.3,20.6,NA,NA,1972.1,429.56,393.6,9027.6,52.4,0.0047203,"MobileLab",2024-07-09,1971.6,0.5,FALSE
80447,2024-07-09 22:20:47,39.625832,-105.110077,1741.2,4,183.74,26.7,836.3,20.6,NA,NA,1972.2,429.66,321.1,9032,52.9,0.0047787,"MobileLab",2024-07-09,1971.6,0.600000000000136,FALSE
80448,2024-07-09 22:20:48,39.625824,-105.110077,1741.1,1.5,183.835,26.6,836.3,20.6,NA,NA,1972.4,431.23,371.6,9048.2,62.5,0.0047958,"MobileLab",2024-07-09,1971.6,0.800000000000182,FALSE
80450,2024-07-09 22:20:50,39.62582,-105.110077,1741.1,0.2,183.9,26.6,836.3,20.6,NA,NA,1974.5,461.98,558.4,9133.1,52.4,0.0048501,"MobileLab",2024-07-09,1971.7,2.79999999999995,TRUE
80451,2024-07-09 22:20:51,39.62582,-105.110077,1741.1,0.3,183.88,26.7,836.3,20.5,NA,NA,1976,471.67,715.4,9185.5,57.4,0.0048869,"MobileLab",2024-07-09,1971.7,4.29999999999995,TRUE
80453,2024-07-09 22:20:53,39.62582,-105.110077,1741.1,0.4,183.83,26.7,836.2,20.6,NA,NA,1979.6,476.88,1089.8,9225.6,52.9,0.0048711,"MobileLab",2024-07-09,1971.7,7.89999999999986,TRUE
80455,2024-07-09 22:20:55,39.62582,-105.110077,1741.1,0.7,183.79,26.7,836.2,20.6,NA,NA,1976.3,448.74,918.5,9176.1,48.6,0.004911,"MobileLab",2024-07-09,1971.7,4.59999999999991,TRUE
80458,2024-07-09 22:20:58,39.625809,-105.110077,1740.9,7.8,183.845,26.8,836.35,20.6,NA,NA,1990.3,444.7,11810.7,9226.2,48.8,0.0047468,"MobileLab",2024-07-09,1971.7,18.5999999999999,TRUE
80460,2024-07-09 22:21:00,39.625736,-105.110092,1740.8,19.4,183.7,26.8,836.3,20.7,NA,NA,1981.8,444.78,5673.4,9255.6,48.8,0.0047376,"MobileLab",2024-07-09,1971.7,10.0999999999999,TRUE
80462,2024-07-09 22:21:02,39.625614,-105.110092,1740.7,27.6,183.63,26.7,836.4,20.85,NA,NA,1974.7,431.46,687.7,9264.9,49.3,0.0046545,"MobileLab",2024-07-09,1971.6,3.10000000000014,TRUE
80464,2024-07-09 22:21:04,39.625462,-105.110107,1740.3,34.1,183.38,26.75,836.35,21,NA,NA,1973.1,426.02,386.3,9189.6,51.1,0.0044002,"MobileLab",2024-07-09,1971.6,1.5,FALSE
80466,2024-07-09 22:21:06,39.625332,-105.110107,1739.9,37.8,183.34,26.7,836.4,21,NA,NA,1973.1,434.87,369.8,9281,49.8,0.0044472,"MobileLab",2024-07-09,1971.5,1.59999999999991,FALSE
80467,2024-07-09 22:21:07,39.625229,-105.110123,1739.6,39.8,183.26,26.7,836.5,21.1,NA,NA,1973.6,442.91,414.3,9303.1,49.8,0.004359,"MobileLab",2024-07-09,1971.4,2.19999999999982,FALSE
80469,2024-07-09 22:21:09,39.625076,-105.110123,1739.1,41.9,182.775,26.65,836.4,21.2,NA,NA,1975.3,454.29,477.2,9319.3,50.1,0.0042964,"MobileLab",2024-07-09,1971.3,4,TRUE
80471,2024-07-09 22:21:11,39.624908,-105.11013,1738.5,44.6,182.31,26.6,836.4,21,NA,NA,1973.6,441.56,363.2,9255.2,49.8,0.0042808,"MobileLab",2024-07-09,1971.3,2.29999999999995,TRUE
80472,2024-07-09 22:21:12,39.624802,-105.11013,1738.1,45.7,182.1,26.6,836.4,21,NA,NA,1973.1,436.24,246.8,9157.1,57.4,0.0042825,"MobileLab",2024-07-09,1971.3,1.79999999999995,FALSE
80473,2024-07-09 22:21:13,39.62468,-105.110138,1737.6,47.5,181.89,26.4,836.5,20.9,NA,NA,1972.8,430.92,397.5,9069.7,49.3,0.004332,"MobileLab",2024-07-09,1971.2,1.59999999999991,FALSE
80474,2024-07-09 22:21:14,39.624561,-105.110138,1737.1,48.9,181.92,26.4,836.6,20.8,NA,NA,1973,443.79,596.7,9072.3,59.4,0.004522,"MobileLab",2024-07-09,1971.2,1.79999999999995,FALSE
80476,2024-07-09 22:21:16,39.624374,-105.110138,1736.6,50.7,181.755,26.35,836.6,20.85,NA,NA,1974.2,462.12,677,9089,55.1,0.0043352,"MobileLab",2024-07-09,1971.2,3,TRUE
80478,2024-07-09 22:21:18,39.624115,-105.110138,1735.6,53.3,181.355,26.4,836.7,20.85,NA,NA,1973.3,450.97,412.9,9115.6,54.9,0.0045661,"MobileLab",2024-07-09,1971.2,2.09999999999991,FALSE
80480,2024-07-09 22:21:20,39.623909,-105.110153,1734.6,56.1,181.09,26.5,836.7,20.7,NA,NA,1972.6,439.12,205.9,9161.5,55.4,0.0044828,"MobileLab",2024-07-09,1971.2,1.39999999999986,FALSE
80481,2024-07-09 22:21:21,39.623772,-105.110153,1734,58,181.28,26.4,836.8,20.7,NA,NA,1972.5,434.17,194,9304.9,55.4,0.0044499,"MobileLab",2024-07-09,1971.2,1.29999999999995,FALSE
80482,2024-07-09 22:21:22,39.623619,-105.110153,1733.5,58.6,181.39,26.5,836.8,20.6,NA,NA,1972.7,429.22,188.7,9446.5,56.9,0.0045091,"MobileLab",2024-07-09,1971.2,1.5,FALSE
80483,2024-07-09 22:21:23,39.62347,-105.110153,1733,60,181.34,26.5,836.8,20.5,NA,NA,1973,426.85,185.3,9532.9,55.4,0.0045234,"MobileLab",2024-07-09,1971.2,1.79999999999995,FALSE
80485,2024-07-09 22:21:25,39.623322,-105.110153,1732.6,60.3,181.51,26.4,836.9,20.5,NA,NA,1973.7,424.03,226,9678,57.4,0.0044718,"MobileLab",2024-07-09,1971.2,2.5,TRUE
80486,2024-07-09 22:21:26,39.623169,-105.110153,1732.2,59.7,181.62,26.3,836.9,20.4,NA,NA,1973.4,423.88,252.7,9723.1,57.4,0.0043939,"MobileLab",2024-07-09,1971.2,2.20000000000005,FALSE
80488,2024-07-09 22:21:28,39.622952,-105.110153,1731.5,59,181.96,26.3,837.05,20.4,NA,NA,1972.6,423.38,198.8,9645.6,62.5,0.0042633,"MobileLab",2024-07-09,1971.2,1.39999999999986,FALSE
80489,2024-07-09 22:21:29,39.62273,-105.110153,1731,57.6,181.99,26.2,837.2,20.3,NA,NA,1972.1,423.04,191.9,9561.8,57.4,0.0042867,"MobileLab",2024-07-09,1971.2,0.899999999999864,FALSE
